"","cleaned","KrakkenPrice","CoinbasePrice","gtrendLiteCrash","gtrendEtherCrash","gtrendEtherBubble","gtrendEther","gtrendBitcoinPrice","gtrendBitcoinTether","gtrendBitcoinBubble","gtrendBitcoin","GSPC_Adjusted","GSPC_Volume","GSPC_Close","GSPC_Low","GSPC_High","GSPC_Open","VIX_Adjusted","VIX_Close","VIX_Low","VIX_High","VIX_Open","GOLD_Adjusted","GOLD_Volume","GOLD_Close","GOLD_Low","GOLD_High","GOLD_Open","BTCUSDX_Adjusted","BTCUSDX_Volume","BTCUSDX_Close","BTCUSDX_Low","BTCUSDX_High","BTCUSDX_Open","BTC_LTC_Adjusted","BTC_LTC_Volume","BTC_LTC_Close","BTC_LTC_Low","BTC_LTC_High","BTC_LTC_Open","BTC_ETH_Adjusted","BTC_ETH_Volume","BTC_ETH_Close","BTC_ETH_Low","BTC_ETH_High","BTC_ETH_Open","article","total_bing","total_nrc","total_afinn","total_syuzhet","maturity","count_art_4","count_art_24","bubble","tether","hack","crisis","record","fork","Country_Mention","Country_TOP_Mention","Country_Indexe1_1_afinn","Country_Indexe1_1_bing","Country_Indexe1_1_syuzhet","Country_Indexe1_1_nrc","Country_Indexe1_2_afinn","Country_Indexe1_2_bing","Country_Indexe1_2_syuzhet","Country_Indexe1_2_nrc","Bloomberg","Bitcoin.News","China.Daily","CNBC","Coin.Desk","Facebook.BTC.Group","Facebook.Search","Free.Republic","Google.Finance","Redit.BTC.All","Redit.BTC.Mining","Reuters","South.China.Morning.Post","Twitter","Yahoo.News","Youtube","Zero.Hedge","Wall.Street.Journal","Redit.BTC.Bay","Redit.BTC.Markets","Redit.Crypto","BBC","Google.Plus","India.Economic.Times.","Crypto.Coin.News","Redit.BTC.XT","Fortune","AveragedExchange"
"210",2017-12-04 20:53:00,11540.0274509804,11518.3466666667,5,22,40,44,29,28,40,35,2639.44,4023150000,2639.44,2639.03,2665.19,2657.19,11.68,11.68,10.26,11.86,11.05,1283.6,135327,1283.6,1277.8,1284.6,1281.5,11494.253,0,11494.253,10752.688,11627.91,10869.565,0.008922,7866,0.008922,0.008622,0.008973,0.008952,24.87,489905,24.87,24.27,24.98,24.28,29402.5098039216,0.294117647058824,0.235294117647059,0.862745098039216,0.342156862745098,73.7714122087334,362.313725490196,2233.64705882353,69,12,4,5,30,8,0.0392156862745098,0,2,3.66666666666667,3.5,0.666666666666667,0,0,0,0,-1,-0.96078431372549,-1,-1,-1,-1,-1,-1,-1,0.450980392156863,-0.96078431372549,-1,-1,-0.92156862745098,-0.96078431372549,-0.843137254901961,-1,-1,-1,-0.92156862745098,-0.882352941176471,-1,-1,-1,-1,-1,-1,11529.1870588235
"211",2017-12-04 21:23:00,11545.8048780488,11541.0407317073,5,22,40,44,29,28,40,35,2639.44,4023150000,2639.44,2639.03,2665.19,2657.19,11.68,11.68,10.26,11.86,11.05,1283.6,135327,1283.6,1277.8,1284.6,1281.5,11494.253,0,11494.253,10752.688,11627.91,10869.565,0.008922,7866,0.008922,0.008622,0.008973,0.008952,24.87,489905,24.87,24.27,24.98,24.28,25088.3170731707,0.195121951219512,0.170731707317073,0.439024390243902,0.190243902439024,73.7497287925937,349,2237,69,12,4,5,30,8,0.0731707317073171,0.024390243902439,2,3.66666666666667,3.5,0.666666666666667,-0.024390243902439,-0.024390243902439,-0.0182926829268293,-0.024390243902439,-1,-1,-1,-0.951219512195122,-0.951219512195122,-1,-1,-1,-0.951219512195122,0.365853658536585,-0.902439024390244,-1,-1,-0.707317073170732,-1,-0.951219512195122,-1,-1,-1,-1,-0.951219512195122,-1,-1,-1,-1,-1,-1,11543.422804878
"212",2017-12-04 21:53:00,11530.5071428571,11517.7275,5,22,40,44,29,28,40,35,2639.44,4023150000,2639.44,2639.03,2665.19,2657.19,11.68,11.68,10.26,11.86,11.05,1283.6,135327,1283.6,1277.8,1284.6,1281.5,11494.253,0,11494.253,10752.688,11627.91,10869.565,0.008922,7866,0.008922,0.008622,0.008973,0.008952,24.87,489905,24.87,24.27,24.98,24.28,26607.5535714286,0.0178571428571429,0.214285714285714,0.232142857142857,0.198214285714286,73.7293228127898,343.214285714286,2228.35714285714,69,12,4,5,30,8,0.0357142857142857,0,2,3.66666666666667,3.5,0.666666666666667,0,0.0178571428571429,0.00892857142857143,0.0178571428571429,-1,-1,-1,-1,-1,-1,-1,-1,-0.964285714285714,0.464285714285714,-0.857142857142857,-1,-1,-0.821428571428571,-1,-0.928571428571429,-1,-1,-1,-0.892857142857143,-1,-1,-1,-1,-1,-1,-1,11524.1173214286
"213",2017-12-04 22:23:00,11474.7655172414,11511.7213793103,5,22,40,44,29,28,40,35,2639.44,4023150000,2639.44,2639.03,2665.19,2657.19,11.68,11.68,10.26,11.86,11.05,1283.6,135327,1283.6,1277.8,1284.6,1281.5,11494.253,0,11494.253,10752.688,11627.91,10869.565,0.008922,7866,0.008922,0.008622,0.008973,0.008952,24.87,489905,24.87,24.27,24.98,24.28,31566.8793103448,-0.0517241379310345,0.275862068965517,0.258620689655172,0.172413793103448,73.7074457602447,359.5,2242.5,69,12,4,5,30,8,0.0517241379310345,0.0344827586206897,2,3.66666666666667,3.5,0.666666666666667,0.0172413793103448,0.0172413793103448,0.00862068965517241,0,-1,-1,-1,-1,-0.96551724137931,-1,-1,-1,-1,0.344827586206897,-0.793103448275862,-0.931034482758621,-1,-0.931034482758621,-1,-0.96551724137931,-1,-1,-1,-0.896551724137931,-0.862068965517241,-1,-1,-1,-1,-1,-1,11493.2434482759
"214",2017-12-04 22:53:00,11501.5403846154,11528.5955769231,5,22,40,44,29,28,40,35,2639.44,4023150000,2639.44,2639.03,2665.19,2657.19,11.68,11.68,10.26,11.86,11.05,1283.6,135327,1283.6,1277.8,1284.6,1281.5,11494.253,0,11494.253,10752.688,11627.91,10869.565,0.008922,7866,0.008922,0.008622,0.008973,0.008952,24.87,489905,24.87,24.27,24.98,24.28,28572.6923076923,0.0384615384615385,0.326923076923077,0.0576923076923077,0.235576923076923,73.6875082587096,362.057692307692,2251.28846153846,69,12,4,5,30,8,0.0384615384615385,0,2,3.66666666666667,3.5,0.666666666666667,0.0769230769230769,0.0384615384615385,0.0432692307692308,0.0576923076923077,-1,-0.961538461538462,-1,-1,-1,-1,-1,-1,-1,0.384615384615385,-0.807692307692308,-1,-1,-0.769230769230769,-1,-0.923076923076923,-0.961538461538462,-1,-1,-0.961538461538462,-1,-1,-1,-1,-1,-1,-1,11515.0679807692
"215",2017-12-04 23:23:00,11536.7,11533.7934545455,5,22,40,44,29,28,40,35,2639.44,4023150000,2639.44,2639.03,2665.19,2657.19,11.68,11.68,10.26,11.86,11.05,1283.6,135327,1283.6,1277.8,1284.6,1281.5,11494.253,0,11494.253,10752.688,11627.91,10869.565,0.008922,7866,0.008922,0.008622,0.008973,0.008952,24.87,489905,24.87,24.27,24.98,24.28,31191.6363636364,-0.0181818181818182,0.2,-0.309090909090909,0.128181818181818,73.6679762519432,367,2262,69,12,4,5,30,8,0.0181818181818182,0.0181818181818182,2,3.66666666666667,3.5,0.666666666666667,-0.0545454545454545,-0.0181818181818182,-0.0136363636363636,0,-1,-1,-1,-0.963636363636364,-1,-1,-0.963636363636364,-1,-1,0.309090909090909,-0.781818181818182,-1,-1,-0.854545454545454,-1,-0.963636363636364,-0.963636363636364,-1,-1,-0.963636363636364,-0.854545454545454,-1,-1,-1,-1,-1,-1,11535.2467272727
"216",2017-12-04 23:53:00,11620.1673913043,11634.9836956522,6.30434782608696,20.695652173913,40,44,28.3478260869565,40.3913043478261,35.4347826086956,35,2633.00304347826,3707426086.95652,2633.00304347826,2631.66043478261,2654.44869565217,2645.83565217391,11.4517391304348,11.4517391304348,10.514347826087,11.7360869565217,11.2652173913043,1276.68695652174,435644.608695652,1276.68695652174,1271.27826086957,1283.88260869565,1282.15217391304,11670.6353913043,0,11670.6353913043,11236.3173478261,11808.4643478261,11276.9702173913,0.008697,8741.86956521739,0.008697,0.00699939130434783,0.00894234782608696,0.00893308695652174,25.424347826087,663033.695652174,25.424347826087,24.615652173913,25.6126086956522,24.6713043478261,20888.152173913,0.152173913043478,0.543478260869565,0.434782608695652,0.222826086956522,73.6477022986421,369.108695652174,2270.04347826087,53.3478260869565,12.6521739130435,4.65217391304348,3.69565217391304,24.7826086956522,9.95652173913044,0.0434782608695652,0,2.43478260869565,2.14492753623188,2.15217391304348,1.97101449275363,0.0434782608695652,0,0.0141304347826087,0.0434782608695652,-1,-0.956521739130435,-1,-1,-1,-1,-1,-1,-1,0.608695652173913,-0.826086956521739,-1,-1,-0.91304347826087,-1,-0.956521739130435,-1,-1,-1,-1,-0.956521739130435,-1,-1,-1,-1,-1,-1,11627.5755434783
"217",2017-12-05 00:23:00,11588.3860465116,11609.2974418605,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,30557.7674418605,0,0.325581395348837,0.13953488372093,0.248837209302326,73.6260155499622,356,2264,45,13,5,3,22,11,0.0697674418604651,0.0232558139534884,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0.0465116279069767,0,0.00232558139534884,0,-1,-1,-1,-0.953488372093023,-1,-1,-1,-1,-0.953488372093023,0.302325581395349,-0.86046511627907,-0.953488372093023,-1,-0.813953488372093,-1,-0.953488372093023,-1,-1,-1,-0.906976744186046,-0.906976744186046,-1,-1,-1,-1,-1,-1,11598.841744186
"218",2017-12-05 01:23:00,11600.96875,11589.143125,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,41338,0.375,0.4375,0.8125,0.434375,73.5810760783321,328.5,2235.5,45,13,5,3,22,11,0,0,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0,0,0,0,-1,-1,-1,-1,-1,-1,-0.875,-1,-1,-0.125,-0.875,-1,-1,-0.25,-1,-0.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11595.0559375
"219",2017-12-05 01:53:00,11625,11636.04,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,9821,2,1,4,1.25,73.5534299556469,253,2170,45,13,5,3,22,11,0,0,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11630.52
"220",2017-12-05 02:23:00,11633.4433962264,11649.2254716981,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,31192.5660377359,-0.0188679245283019,0.0377358490566038,-0.207547169811321,0.168867924528302,73.5443196306994,280,2197,45,13,5,3,22,11,0.0188679245283019,0.0188679245283019,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0,0,0,0,-1,-1,-1,-1,-1,-1,-0.962264150943396,-1,-0.962264150943396,0.358490566037736,-0.924528301886792,-1,-1,-0.886792452830189,-1,-0.886792452830189,-0.962264150943396,-1,-1,-0.849056603773585,-0.924528301886792,-1,-1,-1,-1,-1,-1,11641.3344339623
"221",2017-12-05 02:53:00,11569.4037037037,11586.547037037,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,24164.4814814815,0.148148148148148,0.407407407407407,0.333333333333333,0.307407407407407,73.5230870201188,276.407407407407,2206.03703703704,45,13,5,3,22,11,0.0740740740740741,0.037037037037037,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0,-0.0740740740740741,-0.062962962962963,-0.037037037037037,-1,-1,-1,-0.925925925925926,-1,-1,-0.925925925925926,-1,-1,0.481481481481481,-1,-1,-1,-1,-0.925925925925926,-0.703703703703704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11577.9753703704
"222",2017-12-05 03:23:00,11588.1444444444,11626.5855555556,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,34771.3333333333,0.222222222222222,0.444444444444444,1,0.405555555555556,73.4914405009145,258,2206,45,13,5,3,22,11,0.111111111111111,0.111111111111111,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0,-0.111111111111111,-0.0833333333333333,-0.111111111111111,-1,-1,-1,-1,-1,-0.777777777777778,-1,-1,-1,0.111111111111111,-1,-1,-1,-0.777777777777778,-1,-0.777777777777778,-1,-1,-1,-1,-0.777777777777778,-1,-1,-1,-1,-1,-1,11607.365
"223",2017-12-05 03:53:00,11551.2025641026,11616.6482051282,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,28904.8974358974,0.153846153846154,0.230769230769231,0.384615384615385,0.211538461538462,73.4805735335197,248.384615384615,2193.94871794872,45,13,5,3,22,11,0.0512820512820513,0,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0,0,0.00641025641025641,0.0256410256410256,-1,-0.948717948717949,-1,-1,-1,-1,-1,-1,-1,0.435897435897436,-1,-1,-1,-0.794871794871795,-1,-0.846153846153846,-1,-1,-1,-0.897435897435897,-0.948717948717949,-1,-1,-1,-1,-1,-1,11583.9253846154
"224",2017-12-05 04:23:00,11533.2820512821,11581.9687179487,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,29925.6153846154,0.128205128205128,0.333333333333333,0.512820512820513,0.2,73.4584904969575,252,2195,45,13,5,3,22,11,0.0769230769230769,0.0256410256410256,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-0.948717948717949,0.384615384615385,-0.948717948717949,-1,-1,-0.743589743589744,-0.948717948717949,-0.948717948717949,-1,-1,-1,-0.897435897435897,-0.948717948717949,-1,-1,-1,-1,-1,-1,11557.6253846154
"225",2017-12-05 04:53:00,11566.6756756757,11583.3951351351,7,20,40,44,28,47,33,35,2629.57,3539040000,2629.57,2627.73,2648.72,2639.78,11.33,11.33,10.65,11.67,11.38,1273,595814,1273,1267.8,1283.5,1282.5,11764.706,0,11764.706,11494.253,11904.76,11494.253,0.008577,9209,0.008577,0.006134,0.008926,0.008923,25.72,755369,25.72,24.8,25.95,24.88,35049.2702702703,-0.027027027027027,0.0810810810810811,-0.0810810810810811,0.177027027027027,73.437211549741,257.648648648649,2189.2972972973,45,13,5,3,22,11,0.0810810810810811,0.027027027027027,2.66666666666667,1.33333333333333,1.43333333333333,2.66666666666667,0.0810810810810811,0.027027027027027,0.0418918918918919,0.0540540540540541,-1,-1,-1,-1,-1,-1,-1,-1,-0.945945945945946,0.297297297297297,-1,-1,-1,-0.783783783783784,-0.945945945945946,-0.945945945945946,-1,-1,-1,-0.945945945945946,-0.72972972972973,-1,-1,-1,-1,-1,-1,11575.0354054054
